StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 14:11:00,2018-03-06 14:18:25,IP Address,*******,100,445,True,2018-03-06 14:18:26,R_2wuEwN5fMkWKSq4,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,High School,Male,True,100,False,100,False,100,False,100,True,100,False,100,False,100,True,100,False,100,True,100,False,100,True,100,True,99,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,,Not at all profound,,,,,,,,,,,Not at all profound,Fairly profound,Not at all profound,,Not at all profound,,9 points,10,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",efface,populate,value,reference,smart,60,5,1 in 100,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,336f2490-c46f-d13d-8587-1244ee497247,
2018-03-06 14:10:03,2018-03-06 14:18:36,IP Address,*******,100,513,True,2018-03-06 14:18:37,R_2wppSTykyzfG4DL,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Conservative,Graduate Degree or Higher,Female,False,76,True,95,False,76,False,59,True,76,True,76,False,85,False,86,False,95,True,91,False,100,True,100,False,100,True,95,False,76,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,Somewhat profound,,Somewhat profound,,,,,,Fairly profound,,,,,Definitely profound,,,,Definitely profound,,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,free,a star,reference,outgoing,500,10,1 in 10,Definitely true of myself 5,4,2,Definitely not true of myself 1,Definitely true of myself 5,4,4,Definitely true of myself 5,2,4,f55b8b7d-f4f1-7c8d-b16a-bd70e9fa42a9,
2018-03-06 14:13:37,2018-03-06 14:18:37,IP Address,*******,100,299,True,2018-03-06 14:18:38,R_oY58flL6yKa8Cnn,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,85,True,94,False,99,True,95,False,87,False,89,False,90,False,99,False,92,False,80,True,98,False,83,False,98,False,99,True,93,False,95,,Somewhat profound,,,,,,,,Somewhat profound,Fairly profound,,,Somewhat profound,,,,Somewhat profound,,Somewhat profound,9 points,1000,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",elapse,free,a star,dream,daring,3,10,1 in 10,Not true or untrue 3,4,Not true or untrue 3,4,Not true or untrue 3,4,4,4,Not true or untrue 3,4,80586a67-4010-b934-b270-5c737ffff5b3,
2018-03-06 14:03:20,2018-03-06 14:18:38,IP Address,*******,100,918,True,2018-03-06 14:18:39,R_0PxpvWnBexclE7n,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,100,True,60,False,54,True,54,True,100,False,100,True,50,False,59,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,Not at all profound,Somewhat profound,Not at all profound,,,,,,Not at all profound,,,Not at all profound,,,,,Not at all profound,,,,15 points,1,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,illusion,daring,500,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,4,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,c3aaf583-e8eb-14fa-4094-c381d6f9de5a,
2018-03-06 14:04:54,2018-03-06 14:18:42,IP Address,*******,100,828,True,2018-03-06 14:18:43,R_blbUg0oVTIwQoAF,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,High School,Female,True,84,False,80,True,100,False,96,True,80,False,90,False,96,True,80,False,95,True,100,False,100,True,96,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,Not at all profound,,Definitely profound,Fairly profound,,Definitely profound,,,Somewhat profound,,,,,,,,,,15 points,0,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,rival,,dream,daring,500,10,1 in 10,4,2,Definitely not true of myself 1,Not true or untrue 3,4,4,Definitely true of myself 5,Definitely not true of myself 1,Not true or untrue 3,2,b12170a7-5e2d-9976-cbb0-460ae827687e,
2018-03-06 14:07:50,2018-03-06 14:18:47,IP Address,*******,100,656,True,2018-03-06 14:18:47,R_2TEKbSzDbTzt7N8,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Liberal,College,Male,True,81,False,91,True,91,False,50,False,59,False,54,False,91,False,80,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,Not at all profound,Definitely profound,,,,,Somewhat profound,,,,,,,,,,Somewhat profound,Somewhat profound,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,whim,reference,daring,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,2,2,4,Not true or untrue 3,Definitely true of myself 5,fee6939a-de96-623a-0c8d-a5cd52a4684e,
2018-03-06 14:04:36,2018-03-06 14:18:48,IP Address,*******,100,851,True,2018-03-06 14:18:49,R_3rHY9vESNYtKXJI,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Conservative,High School,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,50,True,50,False,55,False,50,False,50,False,50,True,65,False,50,True,80,False,75,True,90,False,100,True,50,False,60,True,60,False,84,,,Fairly profound,,Somewhat profound,,Fairly profound,,,,,Fairly profound,,,Somewhat profound,,,,Not at all profound,,15 points,3,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,illusion,daring,500,1,1 in 10,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,2,4,Note true or untrue 3,4,4,Not true or untrue 3,2,6a310636-cb6d-ef07-db21-301a177ffde3,
2018-03-06 14:10:44,2018-03-06 14:18:53,IP Address,*******,100,489,True,2018-03-06 14:18:54,R_25Foszcm3UKBq5o,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Moderate,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,51,True,91,False,91,False,54,False,50,True,50,True,90,False,50,True,80,False,92,True,100,False,85,True,100,False,98,True,85,False,52,,,Fairly profound,Somewhat profound,,,,Very profound,,,,Somewhat profound,,,Not at all profound,,,Definitely profound,,,15 points,3,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",elapse,populate,value,illusion,brave,142,100,1 in 10,4,4,4,Not true or untrue 3,4,2,4,Not true or untrue 3,2,Not true or untrue 3,85121f80-3c2f-eabb-f897-2939d2598a54,
2018-03-06 14:07:55,2018-03-06 14:19:04,IP Address,*******,100,669,True,2018-03-06 14:19:05,R_3KqeIjPha5fwKzN,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,99,False,100,False,100,True,91,False,99,True,95,True,98,True,76,True,100,True,100,False,99,False,84,True,98,False,100,True,97,False,100,Somewhat profound,,,,,,,Fairly profound,,,,Fairly profound,,,Fairly profound,,Fairly profound,,,Fairly profound,15 points,6,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,populate,whim,dream,smart,50,5,1 in 10,4,Definitely true of myself 5,4,Not true or untrue 3,Definitely true of myself 5,4,4,4,4,4,f9ae815a-d5ca-70d3-444d-b785c0e1e38e,
2018-03-06 13:56:18,2018-03-06 14:19:09,IP Address,*******,100,1370,True,2018-03-06 14:19:10,R_3OrClJ6u8SPCzMC,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Moderate,Some College,Female,False,90,False,100,True,100,False,70,False,50,False,50,False,71,True,51,False,100,True,100,False,100,False,50,False,90,True,100,False,90,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Very profound,,,,,,,,,Very profound,,Not at all profound,,,Definitely profound,Fairly profound,,,,15 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,,dream,daring,500,10,1 in 10,Not true or untrue 3,2,Not true or untrue 3,Definitely not true of myself 1,4,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,4,7c955f96-4ff0-5a91-7f81-69be4fc77641,
2018-03-06 14:00:19,2018-03-06 14:19:09,IP Address,*******,100,1130,True,2018-03-06 14:19:10,R_cNLUQVgDIJ6pBuh,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Liberal,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,80,True,86,False,96,True,70,True,50,True,75,True,96,True,50,True,100,False,100,True,100,False,100,True,100,False,100,True,85,False,90,,Not at all profound,,Somewhat profound,,,,,,,,,,,Not at all profound,,Not at all profound,Not at all profound,Not at all profound,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,whim,reference,loud,500,10,1 in 10,Definitely true of myself 5,4,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,4,4,Not true or untrue 3,2,2,d188d83c-b15c-d0bf-622b-eea35e5906e8,
2018-03-06 14:07:36,2018-03-06 14:19:14,IP Address,*******,100,697,True,2018-03-06 14:19:15,R_27U49aRDcupn0Ko,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Conservative,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,55,True,94,False,91,True,81,True,81,True,81,True,85,False,65,True,100,False,100,True,100,False,100,True,87,False,86,True,80,False,85,,,,,Somewhat profound,,,Somewhat profound,Somewhat profound,,Somewhat profound,,,,,,,Fairly profound,,Fairly profound,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",,,,dream,,500,10,1 in 1000,Not true or untrue 3,4,4,Not true or untrue 3,4,4,4,4,2,Not true or untrue 3,6877616c-eee0-9082-9d7b-575c4aca59b9,
2018-03-06 14:07:35,2018-03-06 14:19:17,IP Address,*******,100,702,True,2018-03-06 14:19:18,R_3Oe3Gek8NgkQeXU,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Liberal,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,99,True,98,False,100,True,82,True,74,True,80,False,100,True,76,True,96,False,95,False,99,True,92,True,100,False,95,True,91,False,97,,,,,,,Definitely profound,Very profound,,Very profound,,,Very profound,Very profound,,,,,,Very profound,15 points,9,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",embroider,free,a star,dream,smart,15,15,1 in 1000,4,Definitely true of myself 5,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,4,Definitely true of myself 5,f5cfe02b-ce04-13c8-253c-d6e45ae879ff,
2018-03-06 14:12:45,2018-03-06 14:19:18,IP Address,*******,100,392,True,2018-03-06 14:19:19,R_3IPKZpkA9FjorlR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,90,True,92,True,93,True,94,True,92,True,89,True,92,True,92,True,93,True,93,True,92,True,94,True,93,True,93,True,89,True,92,Fairly profound,Fairly profound,,Definitely profound,,,Fairly profound,,,,,Definitely profound,,Definitely profound,,,,,,,9 points,8,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",efface,free,value,illusion,daring,88,1000,1 in 1000,Definitely true of myself 5,Definitely true of myself 5,4,Definitely true of myself 5,4,4,4,4,4,4,4aa96460-1197-a003-4377-5282a573a4b5,
2018-03-06 14:10:39,2018-03-06 14:19:22,IP Address,*******,100,523,True,2018-03-06 14:19:23,R_5bPMsvEgLyN1M4x,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Very Liberal,College,Female,True,91,True,90,True,91,False,71,False,81,True,81,True,86,False,80,False,91,True,96,False,91,True,81,False,96,True,96,False,96,True,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Definitely profound,,,,,,Definitely profound,,Fairly profound,,,,,,,Fairly profound,Definitely profound,9 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,populate,whim,reference,daring,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,4,2,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,d22c0b38-ecf5-fe5f-c62f-3d07c1f0d9e1,
2018-03-06 14:09:34,2018-03-06 14:19:23,IP Address,*******,100,588,True,2018-03-06 14:19:23,R_Z4U3n2ozypgCmm5,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,College,Female,True,87,False,80,False,80,False,70,True,65,True,62,False,96,False,83,False,60,False,67,False,100,True,100,True,80,False,91,True,96,True,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,,,,Definitely profound,,Definitely profound,Definitely profound,,,Very profound,,Definitely profound,,,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,free,value,dream,daring,500,1,1 in 10,4,4,4,4,4,4,4,4,Not true or untrue 3,4,cef7d682-8c42-2194-1d95-e0dcb472bb56,
2018-03-06 14:13:14,2018-03-06 14:19:28,IP Address,*******,100,373,True,2018-03-06 14:19:29,R_1rGRerJsGF7Fs6K,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Conservative,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,100,True,100,True,100,True,100,True,100,False,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,True,100,,,Very profound,Very profound,,,Very profound,,,,Very profound,,,,,Very profound,Very profound,,,,9 points,1,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",make level,populate,a star,reference,smart,1,1,1 in 100,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,80991038-eeae-d42f-732f-26b223dad9ed,
2018-03-06 14:04:10,2018-03-06 14:19:32,IP Address,*******,100,921,True,2018-03-06 14:19:32,R_di1gfqxeOGv4Inf,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,96,False,100,False,100,True,100,False,100,True,100,False,100,False,96,True,100,True,90,True,100,False,100,True,100,False,100,True,100,True,100,,,,,,Very profound,,,,,Definitely profound,Very profound,,Very profound,Very profound,,,,Definitely profound,,15 points,10,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",efface,populate,value,reference,smart,200,10,1 in 100,Definitely true of myself 5,4,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,4,Definitely true of myself 5,c2867b56-47e8-9c49-6c41-4dad51ed7082,
2018-03-06 14:06:24,2018-03-06 14:19:33,IP Address,*******,100,789,True,2018-03-06 14:19:34,R_29aniPwcEZXQWYl,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Moderate,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,80,True,81,False,100,True,90,False,75,False,50,False,79,True,50,True,86,False,85,True,100,False,91,True,90,False,94,True,93,False,100,,,,Very profound,Very profound,,,Definitely profound,Fairly profound,,,,,,,,,,Fairly profound,Somewhat profound,9 points,0,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,rival,whim,dream,loud,500,10,1 in 10,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Not true or untrue 3,4,4,Definitely true of myself 5,Definitely not true of myself 1,2,Not true or untrue 3,28de4c29-b93f-a076-343e-7af583338fff,
2018-03-06 14:06:47,2018-03-06 14:19:49,IP Address,*******,100,782,True,2018-03-06 14:19:50,R_1GOc4VXMKEoOVyz,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Graduate Degree or Higher,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,55,True,100,False,100,True,50,True,54,True,60,False,65,False,51,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,,Not at all profound,,,,,,Not at all profound,,,Not at all profound,,,,Not at all profound,Not at all profound,Not at all profound,,,,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,,,illusion,loud,500,10,1 in 10,Definitely true of myself 5,2,Not true or untrue 3,2,Not true or untrue 3,4,4,4,4,4,1709f0e4-c015-1cc6-e3f3-c62237fdf732,
2018-03-06 14:09:09,2018-03-06 14:19:51,IP Address,*******,100,641,True,2018-03-06 14:19:52,R_33m4mLDc2TzvGhS,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,80,True,88,False,100,True,96,True,75,True,97,True,76,False,81,True,90,False,85,True,81,False,86,True,100,False,92,True,85,False,100,,,,,Somewhat profound,,Definitely profound,,Not at all profound,,,,,,Fairly profound,Somewhat profound,,,,Definitely profound,15 points,3,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,prominent,whim,dream,daring,10,100,1 in 1000,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,2,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,9f913be3-de9d-cd5f-7bf4-0dba5feee937,
